Geneid	VM-1	VM-2	VM-3	VM-4
YKL056C	10700.37	5975.72	11089	7771.62
YKL156W	4128.25	2314	4777.3	3065.5
YKL162C	530	241	619	425
YKL192C	6468	3897.5	7120.5	5027
YKR064W	1356.2	930	1650	1390
YKL017C	769	657.5	902.07	962
YKL204W	2482.32	1701	2536.17	2236.75
YKL190W	317	241	404	357.05
YKL211C	2704	1689.6	2821	2353.83
YKL115C	99.5	104.5	123.57	138
YKL107W	19	42	16.22	81
YKL127W	1704	8032.25	1956.87	11043.79
YKL165C-A	47.5	33.5	73.5	49
YKR049C	459	482	559	673
YKL052C	425.33	269	456.17	380.17
YKL053C-A	414	246	516	353
YKL121W	1101.5	1484.08	1382.25	2175.36
tN(GUU)K	5.1	3	6.1	6.2
YKL050C	264.25	200.5	293.5	293.87
YKL194C	931	478	1006	635
YKR037C	217	236	281.32	362
YKL059C	1192.25	852	1494.92	1177.11
YKL205W	5247.5	2596.58	6148.31	3914.67
YKL137W	541.5	257.67	693.5	333.5
YKR015C	13.42	9.67	19.33	7.42
YKL146W	2061	1622.25	2107	2295.34
YKR003W	1551	1916.75	1780.5	2768.29
YKL028W	1015.25	657	1085.5	987
YKR010C	492	274.38	516.75	387
YKL193C	1095	1242.12	1387.25	1763.08
tK(CUU)K	8	7	9	12
YKL212W	4925.12	3951.25	5065.75	5467
YKL147C	9	3.25	6	7
YKL054C	20809.63	13563.89	25066.49	18692.57
snR38	24	6.5	4.5	13
YKR096W	2138.25	1803	2484.25	2530.15
YKL006C-A	476	224	528	390
YKL164C	3234.52	3224.68	3230.98	4013.17
YKL145W-A	246	160	256	241
YKL026C	145	79	136	128
YKL044W	462	469.42	479.5	608.3
YKL089W	397.5	289	501.84	428.93
YKR077W	1755	777	2039	1100
YKR095W-A	214	75	191	120
YKL079W	1014	768.39	1180	1246.25
YKL161C	523.25	2072	636.25	2925.67
YKL159C	301	892	295	1246
YKR030W	884	571	969.25	817
YKL037W	37	34	44	36
YKL042W	299.61	642.5	452	922.75
YKR020W	432	402	540	600
YKL012W	1346.37	1154.64	1753.71	1697.24
YKL106W	1435.62	829	1764	1172
YKR075C	1004	436	1135	666.5
YKR065C	1815	1237	1894	1551
YKL043W	2137.83	2220.81	2233	2905.2
YKL045W	318	202	410.12	308.62
YKR060W	513.5	159	659	234
YKL085W	2205	897.75	2255	1279.12
YKL165C	2303	2302	2394	3281.75
YKL003C	675	283	820.75	408
YKL072W	741.25	491.89	909	740.1
YKL177W	2	3	3	8.32
YKL186C	1454	919.5	1723.75	1282
snR64	83	39	63	44
YKR032W	2	3	2	3.12
YKL132C	311	140	348	155.02
YKL223W	0	0.5	0	0
YKL078W	1222.37	313.14	1355.31	500.49
YKL001C	320.33	1142	326	1587
YKR040C	0	2.61	2.32	1.61
YKL046C	1385	1099.5	1410.75	1574.25
YKR017C	256	219.17	325	304
YKL058W	165	83	196.42	150
YKL208W	235.25	168	300	262
YKR005C	175	104.1	212.36	157.2
YKR034W	10	71	15	125
YKL060C	38427.76	26374.46	40505.17	33721.6
YKL030W	5	4	4.5	0.5
YKL162C-A	22	25.25	29	43.5
YKR091W	462	2772	571	3711.75
YKL096C-B	2	1	1	2
YKL171W	1270.25	1042.8	1324.5	1509.35
YKL025C	2916.25	2222.5	3547	3092.25
YKL023W	428	357	647.5	538.5
tR(UCU)K	7	6.25	14	2
YKL215C	2868	1648	2927	2245
YKL136W	16.17	3	15	5
YKL033W	1178	762.27	1310.25	1144.75
YKR023W	428	304	599.05	458.25
YKR067W	1618.33	1211.17	1670.17	1677.08
YKL098W	557.76	452	517.5	643.12
YKL114C	458.5	267.06	606.07	415
YKL145W	2309.12	1614	2557.89	2349.17
YKL057C	4084.5	2598.25	4524.5	3560.75
YKL106C-A	19	13	11	15
YKL128C	1467	4395.5	1645	5923.85
YKL008C	787	518	856.25	764
YKL029C	7022.1	1688.19	6972.42	2153.12
YKR047W	84	40	67	40
YKL066W	44.5	39.5	42.25	51
YKL119C	386	246	458.25	302
YEL041W	56	99	69.25	146.5
YER011W	62.17	25	57.17	34.52
YER158W-A	61	33	62	43
snR53	19	14	8.5	11
YER056C-A	7634.25	4492.75	8762.57	5704.08
YEL067C	157	96	137	122
YEL054C	6372.13	3145	7146.75	4346.25
YEL047C	2614.62	2353.08	2707.08	3118
YER146W	624	242	653	361
YER159C	1094.4	852.18	1463.11	1273.28
YER084W	93.5	62	92.25	69
YER183C	327	197	370	318
YEL009C-A	15	4	22	12.25
YEL059C-A	183	138	195	161
YER172C	5419.08	2262.75	5735.59	3446.89
YER092W	364	308	424	396
YEL008C-A	173	188	205	258
YEL032W	4973.81	2404.75	4925.81	3230.92
YEL010W	0	0	0	1
YEL040W	13500.05	3526.42	13767.97	4597.99
YEL059W	4	13	6.25	15
YER105C	6377.67	3735.12	6714.5	5096.58
YEL053C	2166	1156	2387.33	1705.5
YEL046C	8759.75	4978	8407.25	6656.83
YER137C	292	119	408	165.5
YER013W	1461.12	972	1687.56	1429.21
YER147C-A	1.07	0	2	1
YEL036C	2029.67	1432	2106.92	1960.33
YER094C	1890	1485.07	1966	2034.33
YER038C	353.5	161.1	369.73	253.02
YEL034W	9658.52	5922.34	9636.95	7668.83
YER144C	2355.45	3211.71	2316.03	4120.06
YER069W	5489.25	3619.25	5686.25	5165.5
YEL066W	358	110	358	141
YER161C	772.57	552.08	899.17	804.88
YER131W	5404.5	2210.5	6147	2904
YER027C	1927.11	1571.12	2249.35	2236.58
tH(GUG)E2	7.25	566	12	684.5
YER088C-A	675.87	387.5	594.37	470.5
YER002W	837	364.5	1053	549
YEL062W	1270	865.5	1536.75	1297
YEL074W	150.53	163.31	179.72	231.8
YER142C	311.33	314.1	320.17	442
YER035W	843	1326.25	796	1790
YER145C	842.25	231	850.61	322.54
YER176W	3057	1893.75	3311.25	2532
YER071C	253.12	148	281	239
YER150W	3335.75	1669.5	3134	1822
YER177W	8878.5	7317.5	9212.25	9652.62
YER123W	2185	1333.9	2793.25	1985
YEL018W	262	197	326	259
YER116C	459	434	568	657.08
YER043C	11841	5616.39	12113.75	7883.83
YEL004W	686.5	362	764.5	527.58
YER141W	3362	1691.17	3469	2243
YER170W	223	150	254	227
YER047C	2104.93	1801.72	2476.32	2544.06
YER132C	8466	14306	9217.72	19099.63
YEL068C	581	319	695	487
YER080W	3509.17	3013.75	3966.5	4281.75
YER052C	7255.83	5026.83	7151.83	6759.38
YER070W	7718.75	1315.5	8215.5	1735.5
YEL007W	5387	3150.25	5631.5	4407
tE(UUC)E2	3	3	2.17	4
YER068C-A	3.12	2	1	0
YER115C	268	137.08	303	203
tS(AGA)E	0	0.2	1.3	2.2
YER076C	248.5	197	267	221.17
YEL021W	290.14	136.07	258.92	209.2
YEL026W	3934.5	2092.5	4289.08	2745
YER040W	1943.17	1785.67	2220.53	2532.5
YEL016C	620	412	610.12	632.17
YER012W	2160.83	1712	2774	2531
YER190W	343.42	345.75	323.76	469.96
YER185W	101	659.75	107	867
YER189W	11.39	8.62	14.19	16.25
YEL060C	4286.83	12596.62	4284.32	15618.83
YEL052W	1029.31	654	1200.17	1003.32
YER149C	683.41	537	853.07	718.58
YER111C	2778.58	1261	3518.15	1801.73
YER081W	1572	2507.25	1831	3135
YER010C	1865.33	1166.58	2024.06	1644.5
YER018C	308	644.25	235	826
YEL076C	8.5	7.02	10.54	10.28
YEL018C-A	7	5	5	3
YER072W	2140	1106	2125	1486
YER093C	2229.76	1328.76	2492.58	1934.9
YER178W	8726.75	5458.67	8458.75	7134.96
YER030W	469	247.12	608.12	423.6
YER128W	298	240	475	300
YER003C	2099	2175.5	2045.11	3070.33
YER163C	707.57	579.63	811.57	794.6
YEL005C	379	316	414.33	426.5
YER173W	672.25	445	769	614.27
YEL065W	1200	138	1124.5	200
YEL055C	3713	1501.84	4087.57	2205.92
YER029C	304.1	154.25	391.67	232
YER089C	2736.62	1691.5	2448.47	2031.85
YER179W	8	24	6	38
YEL011W	980.75	1069	960	1356.25
YER166W	5139	3854.05	5362.75	5227
YER061C	1227	651.25	1303.12	841.87
YER082C	2182	997	2587	1630
YER118C	1550	1151.57	1739	1626.2
YER152C	600.78	502	487	585.42
YER107C	1193.5	681	1261	923
YER020W	682	933.5	781	1283.75
YER125W	6167.56	4595.72	6585.61	6123.92
YER122C	4156	2458.83	4813.33	3538.5
YER038W-A	39	20.25	39.5	25
YER057C	828.67	516	860.67	751.1
YEL033W	1415.39	1020.43	1472.54	1225.08
YER006W	2747.5	1278	3269	2030
YER007W	228.67	149.1	304.5	202.07
YER078W-A	21	18.75	28	28
tA(UGC)E	3	3	0	4
YEL002C	5241.92	3445	5551.33	4634.38
YEL064C	187	198.35	221.38	286
YER103W	631.5	908.25	622	1203.5
YER007C-A	952	462.5	1224	731
snR80	956.5	647.9	918.5	854.33
YER093C-A	333.25	157	383	207.75
YER120W	4904	3544.5	4962	4624.33
YER033C	2308	2322.02	2640.35	3089
YER054C	183.48	239.83	249.37	342.83
tV(AAC)E2	4.2	5	18.2	18
YER164W	3866.83	2265.13	4293.25	3273.92
YER139C	289	205	327	324.05
snR52	105	658	125	910.5
YEL042W	5968.17	3226	6009.75	4289.75
YER190C-A	0.27	0.25	0	0
tS(UGA)E	0	1	1.67	1.25
YER008C	4608.38	3132.67	4758.4	4453.83
YER114C	2807.89	1910.5	3219.56	2714.68
YER034W	610	529.8	760.75	725.75
YEL008W	12	2	5	4
YER014W	547	386	677	624
YER143W	882.92	873.75	973.5	1203.08
YER053C-A	1913	320	2253.5	436
YER028C	580	254	612	289.33
YER048C	1765.5	1183.08	2164	1701.75
YER044C	2640.5	2219.08	3073	2987.33
YEL039C	251	39.2	310.5	80.17
YER053C	1088	621	1244.33	890
tQ(UUG)E1	1	0	0.27	0.07
YEL034C-A	20.75	3	10	13
YER155C	20840.17	14333.31	22119.21	20018.85
snR4	1780.5	1081	1498	1377.5
YER050C	1280.75	604	1640	829.5
YER031C	1458	731	1758.12	1094
YER037W	2701	1485	3184	2289.25
YEL049W	17.38	24.15	25.36	30.6
tQ(UUG)E2	2	3	5	8
YEL006W	625	553	785.17	795.5
YER100W	1763	1224	2126.75	1793.5
YER181C	12	24	19	16
YER015W	588.5	528.62	628	711.5
YER129W	3151.38	2322	3640.5	3256.67
YER172C-A	2	0.07	0	0
tR(UCU)E	1	0.25	1	0
YEL072W	325	326	479.25	480
YEL075C	9.5	6.62	8.9	12.25
YER048W-A	349	388	380	581
YER051W	424.64	372.31	516.36	510.75
YER171W	1518.67	825.33	1876.83	1166.33
YER078C	952.08	487.42	1131	682.06
YER169W	2363	2921.17	2791	4317.75
YEL003W	761.83	346	880.75	560
YEL077W-A	11.01	7.45	11.59	7.06
YEL017C-A	3274.5	1351	3589.25	1865.83
YER133W	2058.12	1026	2296.5	1417.21
YER152W-A	4	8	4	16.5
YER060W	1085.25	523.25	1173.25	770.25
YER186C	414	185	439.6	318.25
YER188W	89	114	111	172
YEL045C	455	328.5	478	379
YER022W	1282	803	1662	1119
YER148W-A	13.5	6	18	23
YER157W	888.17	610.3	907.5	860.25
YER014C-A	1.4	0.42	1.07	0.17
YEL076C-A	49.9	35.23	48.2	41.82
YEL038W	456	270.6	453	334
YER066W	32	36.5	51.5	45
YER098W	541.83	440.5	604.42	716.85
YEL035C	8	5	6	0.25
RPR1	6351	4285.58	5688.83	5038.5
YER063W	371	310	416.75	434.07
YER127W	843	332.5	1047.5	463
YER154W	3208	1385	3166	1723.08
YER032W	1606.17	1216	1896.33	1619.33
YER180C-A	54.5	27	50.22	40.33
YEL071W	4345.5	4382.1	4542.67	5991
tK(CUU)E2	0	1	2	2
YEL057C	193	149.2	223	184
YEL069C	3	1.5	3.33	2.25
YEL043W	5999.15	3403.2	6050.85	4474.4
YER096W	135	93	131	146
YER017C	2906.5	1869	3017	2426.34
YEL019C	460	306.5	553	433.07
YER009W	2887	1643	3178	2318.07
YER104W	97.25	105	104	183
YER067W	120.5	192.25	156.65	297.75
SCR1	27621.83	22590.33	27404.29	26643.08
YER044C-A	333.24	273.12	439.08	400.88
YER101C	273	192	331.62	243.32
YER121W	48.5	64	62	116
YER019C-A	1915.5	1127.17	2122.87	1524
tE(UUC)E1	1	0	4.67	2
YEL050C	935.1	380.22	1003	516.5
YER062C	1750	2451.5	1907	3400.25
YER006C-A	3	10	3	14
YER016W	732.25	583.25	940.5	891.5
YEL025C	1617	1287.21	1659.25	1768.25
YER024W	722	1157	723.67	1736.1
YER023W	2588	1627	2451	2119
YER079W	657.42	645.83	800.67	884.83
YER136W	5682	5393.5	6672.67	7509.92
YER151C	5847.5	3727.5	6438.89	5276.26
YEL029C	516	320	600.5	485
YER065C	568.58	610	509.67	891.42
YEL050W-A	0	1	0.25	0
YER085C	3	9	1	10
YER147C	263.88	122.41	227.03	171.42
YER064C	3047.5	1957	3289.9	2667.67
YER119C	1326.67	1278.67	1336.17	1567.6
YEL020C-B	3	3	2	7
YER068W	2993	2336.32	3811.07	3478.86
YER158C	1216.29	785.84	1351.09	1122.94
YER138W-A	604.77	331.82	713.29	446.06
YER130C	5350.75	3704.5	6479.62	5182.75
YEL015W	2100	1319	2490	1929
tK(CUU)E1	89	63	110	107
YER153C	152.5	104.54	153	110.36
YER137W-A	4.33	4	5	1
YER113C	2033.25	1060	2023.17	1552.33
YEL030W	357.32	235	411.92	352
YER083C	2298.17	1471.83	2217.5	1903.75
YER167W	3783.08	2854	4166	4117.83
YEL032C-A	1	0	0	0
YEL073C	54	109	101.33	181
tV(AAC)E1	2.2	5	3.37	2
YER005W	890.83	538.17	908.5	777.25
YER102W	13051.7	5636.5	14855.83	8043.5
YER046W	194.5	174.5	220.5	236.75
YER023C-A	0	0	0	0
YEL031W	13050.3	9366.37	12506.85	12107.2
YER075C	3097.67	1888.21	3630.05	2693.12
YER073W	3283	1436	3146.92	2013
YEL027W	7161.56	4379.08	7411	5769.12
YEL024W	2717.93	1868.88	2770.5	2401
YER049W	3821.75	1729.05	4294.75	2538.07
YER175W-A	22	23	36	15
YEL037C	1503.33	896	1529.5	1305.75
YER134C	598.75	494	665.5	759.5
YER088C	5855.22	3649.33	5870.32	4520.25
YER175C	460.19	307.08	405.69	474.08
tG(GCC)E	1	0	0	0
YER021W	4564.5	3659.5	5099.5	5000.64
YER004W	1915.25	755	1922.33	1012
YER087C-A	20.5	15	15	21
YEL017W	805	561	737	831
YER106W	5	6	17	9
YER066C-A	14	16	17.5	13.5
YER117W	6184.5	3243	6642.25	4318.25
YER145C-A	6.25	2.03	5.17	7.25
YER076W-A	9.17	6	4.17	7
YER187W	18	5	14	9
snR14	541	392	508	490
YER046W-A	16	10.5	16.5	15.75
YER168C	692	456.33	890	666.5
YER124C	308.22	364.67	361.1	448.28
SRG1	878.25	616.17	892	814.25
YER095W	297	460.1	303	632.5
YEL028W	93	56.1	108	88
YER045C	1020	1079.25	1302	1465
YER088W-B	9	1	8	2
YER086W	9974.5	4554.75	10169.67	6009.88
YER188C-A	108.33	60.62	117.5	81.2
YER148W	1444.5	789	1627	1212
YEL022W	5549.54	3100.74	6208.13	4355
YEL001C	2455.5	1798.88	2561.57	2389.14
YER056C	4846.5	1703.5	4582.33	2177.92
YER087C-B	2249.25	1809	2508.5	2525.5
YEL013W	2580.5	1920	2718.31	2541
YER074W	2942.75	1465.5	3401.5	2030.6
tE(UUC)E3	0.08	0.04	0	0
YER133W-A	0	0.05	2	2
YER119C-A	0.25	7	3	17.75
YEL063C	6550.05	4403.1	7027.68	5821.13
YEL051W	2139	1139	2395.62	1600
YER190C-B	4.01	1.82	3.65	3.78
YEL061C	593.57	593.5	660	814.23
YER059W	674.42	547.88	821.5	760.17
YER091C-A	1	0	0	1
YER140W	470	247	547.5	376
YEL056W	1358	993.5	1386.58	1391
YER084W-A	0.5	0	2.5	0
YER036C	7132.91	3027.85	7722.23	4305.22
YEL009C	9142.33	6863.35	9673	9254.74
YER079C-A	0.5	1.1	1.4	0.1
YEL053W-A	2	2	5	3
tM(CAU)E	5.2	6	10	8
YEL030C-A	10	5	7	12
YEL014C	0.5	2	1.5	2
YER156C	1865.59	857.03	1872.58	1232
YER162C	195.87	175.4	202.85	214.17
YER090W	5661.25	3757.5	6414	5167
YER074W-A	750	523	817	645
YER041W	706	429	745	596.75
YER165C-A	1.4	0.11	0.11	1
YER097W	362.5	268	391.75	340
YER112W	934.17	447.08	1216.33	721.08
YER090C-A	2	2	0	0
YER067C-A	1	1	1.5	5.5
snR67	599.5	227	539	305
tH(GUG)E1	0	1	0	2
YER174C	808.5	448.09	948.83	604.66
YER107W-A	0	1	1	0
YER026C	1677.67	877	1730	1134
YER099C	432	234	515	338
YEL048C	173	85	187	105
YEL070W	276.75	87.5	295.33	131.5
YER025W	6595.12	3344.25	7408.5	4700.5
YEL075W-A	179.75	133.87	185.94	185.11
YER126C	1488	567.05	1832.5	895.83
tI(AAU)E1	1	0	0	0.5
YER182W	339	153	405	211
YER165W	20309.42	10977.47	21008.12	14583.75
YEL058W	2453	3140	2382.12	4297.25
YER060W-A	123.5	62.42	114.75	91
YER184C	490.53	1513.02	642.11	2069.38
YEL012W	422.25	670	601.14	1057.5
YEL020W-A	1067	393	1165	566
YER077C	844.4	828.67	948.54	1261.14
YER039C	18.5	106	40.75	119
YER042W	609.75	768	691.06	1004
YER019W	784.17	2815.83	791.56	3517.08
YER039C-A	6.5	45	6.5	43
YER058W	32.5	19	34	31.5
YER110C	20518.08	7511.89	20157.08	10435.08
YER135C	2.62	7	2.56	12.12
YEL023C	208	179	275.14	260.2
YEL077C	624.47	620.17	608.2	872.57
tI(AAU)E2	5.5	1	1	1.1
YER001W	7107.5	718.5	8075.08	1020.9
YEL020C	651	519.6	654.83	823.35
YEL044W	467	247.17	557	398
YER180C	311.07	176	337	280
YER087W	671	371.25	694	532.12
YER055C	3312.62	1931	3241.25	2573.5
tR(ACG)E	0	4	4.6	7
YER091C	15940.33	17373.67	16380.42	21764.84
YER138C	100368.94	69645.24	138369.34	113603.85
YER137C-A	15357.28	10247.19	20354.35	17008.24
YER159C-A	1554.93	1864.12	2203.38	3174.23
YER160C	71502.82	64061.42	102734.3	107933.1
YHR094C	10085.75	4804.35	9203.83	6033.08
YHL031C	968	937	1228.5	1422
YHL002W	1814.75	2157.5	2099.75	3031.86
YHR219C-A	3.22	0.5	3.69	2.01
YHR045W	1242	603	1346.75	861.25
YHR084W	3973.25	4567	4259.25	6081.56
YHR126C	1.5	0	0.5	0
tS(AGA)H	1	1.32	1.76	4.2
YHR125W	2	1	0	0
YHR206W	3834.75	2991.83	4159.6	4163.5
YHR097C	1794	4801.25	2061.25	6548
YHR005C-A	1074.33	363	1283.25	558
YHR193C-A	2	4.17	5	2
YHR007C	11461.45	5691.67	12141.96	7562
YHR214C-D	2.35	2.75	1.5	4.06
YHR212W-A	1.5	1.33	1.83	2
YHR184W	100	33.5	111.06	45
YHR132C	2586.5	1434.33	2841	2059.5
YHR182C-A	6	0	0	5
YHR025W	9911.5	6285.21	9589.04	7899.05
YHR055C	12117.91	6495.3	19296.69	12993.54
YHR073W	3298.5	2350.67	3574.46	3308
YHL015W-A	0	1	0	4
YHR064C	10740.5	5346.9	11489.42	7534.5
YHL041W	0	2	4	1
YHR143W	1228	1021	1205	1279.63
YHR052W-A	23.36	11.83	24.5	27.78
YHL047C	480.96	218	447.62	335
YHR175W-A	614.5	494	656.89	648.67
YHR003C	888	479	1052	661
YHL032C	854	680	768	868
YHR154W	621	339.38	808.28	608
YHR031C	487.25	231.25	534.75	337.5
YHL042W	143	111	166	148
YHR022C-A	1	0	2	3
YHR180C-B	0	0	0	0
YHR106W	441.12	391.25	439.25	501
YHR186C	4823.89	3479.58	4943.52	4606.26
YHL029C	3842.75	2360.56	3983.68	3334.33
YHR048W	196	51	203	60.06
YHR039C-A	1358.5	726	1740	1108
YHR073W-A	281	187.5	294.5	279
YHR035W	288	208	331.05	286
YHR165C	13354.64	7147.83	13829.25	9760.86
YHL006C	68	53	76.5	82
YHL025W	522	327	546.5	435
YHR172W	231.5	283.5	260.5	403.92
YHR002W	191	177	210	234
YHR016C	704.5	831.05	771.25	1093.17
RUF5-2	99.97	61	143.74	93.47
YHR079C	2860.25	2161.07	3128	3124.75
YHR169W	792	303	986	467
YHR054C	724.84	435.99	1088.63	735.81
YHR065C	1826.25	910.5	2161	1360.25
YHR088W	552	209.25	677	266
tH(GUG)H	0	1	0	1.25
YHR093W	1.5	0	1	3
YHL036W	366.25	450	286	481
YHR100C	667	401.5	882.6	549
YHR105W	283	248	336	317
YHR056C	2212.67	1463.48	2871.96	2253.55
YHR135C	4606.79	3498	4811.49	4648.29
YHR180W	138	69	161	127
YHR086W	901	990.83	947.11	1332
YHR146W	739	597	854.5	877
YHR195W	791	837	957.67	1176.75
YHR119W	1736.14	977.88	1996.5	1435
YHR033W	1342.75	688.55	1357.5	887.25
YHR024C	2600	1221.5	2806.04	1699.83
YHL043W	1	0	0	1.1
YHL039W	1914	880	2179	1260.25
YHR059W	182	73	225	108
YHL048C-A	0	0	0	4
YHR026W	2605	1282	2605	1740.75
YHR160C	13	11.12	12	18.06
YHR085W	1056	420	1297	572
YHR113W	1437	1355.5	1442	1764.5
YHR175W	730.5	476	710	669.5
YHR148W	929	412	1138	669
YHR208W	6862	3611	7148.45	4822
YHR001W	718.53	472	745.22	629
YHR131C	1303.42	924.25	1389	1364.83
YHR049C-A	15	6	7	5
YHR086W-A	0	5	2	7
YHR141C	4017.5	2221.17	4342.6	2935.17
YHR170W	2928.33	1136	3531	1714.17
YHL021C	1817.33	3028.5	1971.5	4175.17
YHR078W	2202.7	1170	2386.67	1712.83
YHR007C-A	377	359	437	413.5
YHL044W	409	149	479	246.12
YHR214W-A	874.25	510.33	982.67	714.5
YHR161C	2173.05	2119.17	2404.83	2911.08
YHR074W	4528	3492	4836	4764.25
YHR164C	1662.08	1332.08	1848.68	1803.32
YHL006W-A	1	5	1	4
YHR204W	1866.75	1159	2014	1519.25
YHL002C-A	15	2	9	6
YHL030W-A	0	2	2.25	2
tF(GAA)H2	0.67	5	4.17	7.33
YHR163W	2174.5	1182	2358	1658
YHL046C	15.96	17.95	25.11	28.37
YHR056W-A	67	24	70	20
YHL004W	2889.25	1261	3288	1840.88
YHL009C	681	418	761.5	621
YHR138C	496	1177.5	560	1561.5
YHR166C	312	172	332.33	223
YHR151C	1151.78	1100.22	1328	1439.25
YHL014C	480	271	637	398
YHR021C	5726.96	2971.5	5965.21	3865.25
YHR198C	717.12	481.25	926	663
YHL034C	5490	4694.67	6083.75	6132.58
YHR124W	40	66	40.92	73.06
YHR011W	266.5	174	293.1	249.5
YHR096C	591.14	391.67	554.25	558.1
YHR185C	6.5	5.17	3	1
YHR190W	4114.83	3155.75	4410.5	4487.25
YHR075C	175	123	190	209
YHR117W	2707	1210.06	3037	1764.5
YHR109W	713	347	747	501.17
YHR207C	275	178.33	344	248.33
YHR132W-A	312	309	428.67	425
YHR015W	214	90.5	272.5	135
YHL015W	12669.92	8288.48	14193.87	10264.75
YHR090C	173	133	203.12	210.12
YHR189W	98	81	67.29	80
YHR001W-A	1145.1	1052.14	1348.21	1397.07
YHR070C-A	1	0	2	6
YHR108W	4363.25	3163	4901.02	4471
YHR006W	1424.5	2465	1686.55	3400.11
YHR147C	245.5	74	265.12	102
YHR180W-A	1	1	0.5	1.5
YHR092C	952.65	358.75	1039.6	530
YHR080C	3146.04	2357	3147.25	3017.78
YHL045W	6	5	4	5
YHR022C	66	54	87	93
YHL027W	2050	2319.64	2168.1	3113
YHL003C	1552.57	761	1647.5	1124.2
YHR070W	2303	1083	2325.17	1539
YHR150W	438	438.06	431.11	569.06
YHR133C	2162	1101	2268.3	1648
YHR215W	1140.45	182	1089.75	277.5
YHL020C	557.75	448.39	648.53	664.33
YHR101C	633.33	459.77	789.31	635.89
YHR046C	887	340	989.33	453
YHR095W	11.17	8.39	6.1	9
YHR182W	1146	633	1319	953
YHR098C	7142.85	5330.5	7410.95	7316.5
YHR145C	31.73	9.87	31.89	21.57
YHR120W	614	330	722.5	487
YHL030W	8290.83	5334	8331.13	7321.6
tV(CAC)H	62.42	36	64	44.5
YHR051W	1926.5	1217	2239.5	1828.5
YHR130C	78.25	37.5	76.5	68
YHR149C	2456.17	900.17	2872.82	1203.67
YHR127W	362.5	280.2	397.07	416.08
YHR194W	691	509.33	668	705
YHR213W-A	0.5	0.25	0.75	0.75
YHR032C-A	1	1	0	0
YHR203C	26199.47	12711.26	28678.58	17712.1
YHR168W	226	114	294	171.06
YHR167W	210	136	271	163
YHR050W	1029.17	783.65	974.54	1069.45
YHR112C	1215	1432.25	1361.75	1897.5
YHR027C	8133.15	6292	8764.83	8366.08
YHR214C-E	6.67	4.6	7.1	16.7
YHR214W	225.75	143	216	184
YHR188C	6345	4693	6294	5845.59
YHL023C	2103	1380.17	2331.08	1960.36
YHR099W	24723.08	11860.99	26548.05	16524.67
YHR196W	1562.5	657.42	1947	1028.83
YHR177W	984	973.85	1187.41	1315.25
YHR174W	43874.12	29073.77	41007.1	36083.9
YHR199C-A	78	52.5	110.5	75
YHR034C	297.5	210	316	265.25
YHR179W	5373.58	2691.08	5324.42	3618.46
YHR014W	36.31	21.1	20	9
YHR171W	231	456.56	219	579.58
tF(GAA)H1	8.67	2	4.17	0.33
YHR121W	894	395.5	1045	549.25
YHR116W	151	49	189	85
YHR087W	215.17	926	229	1293
YHR176W	453	298	453	386
YHR173C	1	4	3	7.6
YHL010C	270.75	236	310	322
YHR102W	4111.86	2952.05	4591.11	4105.25
YHR063C	1846	1540	2242	2099
YHR050W-A	133.5	103	175.75	146
YHR137C-A	1	2	1.08	0
YHL017W	1431	958	1515.75	1347.07
YHL035C	3486.62	2955.11	3595.81	4028.15
YHR043C	561.25	596.33	718.92	978.75
YHR115C	2274.27	1366.72	2401.33	1871.92
YHL007C	6462.5	4057.22	6983.61	5604.02
YHR018C	3304	2845.67	3406.2	3812.33
YHR076W	809	421	824.1	650.25
YHL019C	701	772	754.25	1141.5
YHR061C	59	67	59	112
tV(AAC)H	2.5	2	5.17	3
snR32	523.25	280	479	358
YHR068W	3341.33	1782.1	3671	2356.83
YHR218W-A	5.6	3.6	4.6	4.27
YHR037W	2192.25	1707.5	2382.05	2408
YHR012W	394	345	409.08	499
YHR144C	607.34	336	679.5	528
YHR077C	3117.05	1804.55	3781.82	2609.25
YHR156C	138	64	176	90
YHR217C	62.8	35.35	95.97	59.49
YHR036W	459	251.05	529	354
YHR091C	1365.25	744.95	1554.57	1035.58
YHR052W	2213.5	944.25	2837.47	1323.25
YHR123W	1292	973.5	1243	1317.5
YHR009C	3733.33	2427	3711.75	3177.5
YHL018W	53	41	58	53
YHL012W	10	8.06	10.1	10
YHR211W	3022.63	2054.8	3240.59	2607.78
YHR155W	3216.58	2258.1	3507.5	3178
RUF5-1	115.47	69.66	170.49	111.05
YHR139C	19	47	22	71.25
YHR032W-A	352.5	174	338	246.5
tA(AGC)H	4	67	2	123
YHR210C	139.5	70	126	114
YHR072W-A	913	506	1028	601.25
YHR140W	76	71	64	96
YHR044C	189.75	111.67	242.42	187.75
YHL016C	255.42	352	252	483.58
tP(UGG)H	14.62	7.34	6.11	8.8
YHR202W	781	486	839	753.5
YHR019C	12218	5689.67	11807.71	7541
YHL034W-A	2	3	1	3
YHR213W-B	0	0.75	1.75	0.75
YHR104W	2555.17	2487.25	2834	3320
YHR083W	1020.5	441	1026	648
YHR165W-A	4	1	6	2
YHL022C	63	367	56.07	565.25
YHR032W	1688	696	1665.6	996
YHR008C	3886	3130.2	4035.25	4262.5
YHL038C	1244	632	1485.25	940
YHR071C-A	4	4	4	3
YHR081W	408	188	587	266.83
YHL050W-A	0.4	0.42	0.89	1.4
YHL028W	857.67	215	1049	345
